ID,Player,Age,Variant,Numbered,Autograph,Relic,Grading Company,Grade,Number,Set,Comments,Loc,Photo?,Photo taken ?,Photo reference,Added to Collection?,Photo added to Collection?,Search term,Exclude from ebayCollectionUpdater
1594,Tino Livramento,21,Red and Blue,/49,,,,,299,2021-22 Panini Chronicles Soccer,,B6,Y,Y,,Y,,Tino Livramento #299 Red and Blue /49 2021-22 Panini Chronicles Soccer,
1595,Rafael Leao,24,Blue,/99,,,,,142,2021-22 Panini Chronicles Soccer,,B6,Y,Y,,Y,,Rafael Leao #142 Blue /99 2021-22 Panini Chronicles Soccer,
1596,Gavi,19,Ray Wave,/199,,,,,51,2021-22 Topps Finest UEFA Champions League,,B6,Y,Y,,Y,,Gavi #51 Ray Wave /199 2021-22 Topps Finest UEFA Champions League,
1597,Erling Haaland,23,Ray Wave,/199,,,,,10,2021-22 Topps Finest UEFA Champions League,,B6,Y,Y,,Y,,Erling Haaland #10 Ray Wave /199 2021-22 Topps Finest UEFA Champions League,
1598,Rico Lewis,19,Green,/75,,,,,,2023 Topps Manchester City Team Set,,B6,Y,Y,,Y,,Rico Lewis # Green /75 2023 Topps Manchester City Team Set,
1599,Declan Rice,24,Silver Crystals,/10,Y,,,,BA-DR1,2022 Leaf Metal,,B6,Y,Y,,Y,,Declan Rice #BA-DR1 Silver Crystals /10 Autograph 2022 Leaf Metal,
1600,Enzo Fernandez,22,Red,/199,,,,,48,2022-23 Panini Chronicles Soccer,,B6,N,,,Y,,Enzo Fernandez #48 Red /199 2022-23 Panini Chronicles Soccer,
1601,Erling Haaland,23,Future Stars,/75,,,PSA,9,FS-EH,2020-21 Topps Chrome UEFA Champions League,,A,Y,,,Y,,Erling Haaland #FS-EH Future Stars /75 PSA 9 2020-21 Topps Chrome UEFA Champions League,
1602,James Maddison,26,Teal Cracked Ice,/75,,,,,126,2020-21 Panini Prizm Premier League,,B6,Y,Y,,Y,,James Maddison #126 Teal Cracked Ice /75 2020-21 Panini Prizm Premier League,
1603,Rodri,27,Hyper,,Y,,,,S-RRI,2021-22 Panini Prizm Premier League,,B6,Y,,,Y,,Rodri #S-RRI Hyper Autograph 2021-22 Panini Prizm Premier League,
1604,Enzo Fernandez,22,Blue,/99,,,,,48,2022-23 Panini Chronicles Soccer,,B6,Y,,,Y,,Enzo Fernandez #48 Blue /99 2022-23 Panini Chronicles Soccer,
1605,Ivan Toney,27,Teal,/49,,,,,150,2021-22 Panini Prizm Premier League,,B6,Y,,,Y,,Ivan Toney #150 Teal /49 2021-22 Panini Prizm Premier League,
1606,Fábio Vieira,23,Aqua,/199,,,,,40,2020-21 Topps Merlin Chrome UEFA Champions League,,B6,Y,,,Y,,Fábio Vieira #40 Aqua /199 2020-21 Topps Merlin Chrome UEFA Champions League,
1607,Julian Alvarez,23,Base,/115,,,,,69,2022-23 Panini Obsidian Soccer,,B6,Y,,,Y,,Julian Alvarez #69 /115 2022-23 Panini Obsidian Soccer,
1608,Ronaldinho,43,Base,,,,,,80,2008 Football Life,,B3,Y,Y,44,Y,Y,Ronaldinho #80 2008 Football Life,
1609,Declan Rice,24,Base,,,,,,133,2022-23 Topps Now UEFA Champions League,,B6,N,,,Y,,Declan Rice #133 2022-23 Topps Now UEFA Champions League,
1610,Ronaldo,47,Base,,,,,,141,2002 Svetsko Prevenstvo UI Fudbalu,,B3,Y,Y,45,Y,Y,Ronaldo #141 2002 Svetsko Prevenstvo UI Fudbalu,
1611,Kaoru Mitoma,26,Red,,,,,,196,2022-23 Panini Prizm Premier League,,B6,N,,,Y,,Kaoru Mitoma #196 Red 2022-23 Panini Prizm Premier League,
1612,Aurelien Tchouameni,23,Red,/199,,,,,17,2022-23 Panini Chronicles Soccer,,B6,N,,,Y,,Aurelien Tchouameni #17 Red /199 2022-23 Panini Chronicles Soccer,
1613,Erling Haaland,23,Base,/99,,,,,25,2020-21 Topps Merlin Chrome UEFA Champions League,,B6,Y,,,Y,,Erling Haaland #25 /99 2020-21 Topps Merlin Chrome UEFA Champions League,
1614,Taiwo Awoniyi,26,Purple,/299,,,,,16,2021-22 Topps Chrome Bundesliga,,B6,Y,,,Y,,Taiwo Awoniyi #16 Purple /299 2021-22 Topps Chrome Bundesliga,
1615,Tyler Adams,24,Green,/99,,,,,27,2020-21 Topps Merlin Chrome UEFA Champions League,,B6,Y,,,Y,,Tyler Adams #27 Green /99 2020-21 Topps Merlin Chrome UEFA Champions League,
1616,Giovanni Reyna,21,Yellow,/225,,,,,102,2021-22 Topps Merlin Chrome UEFA Champions League,,B6,Y,,,Y,,Giovanni Reyna #102 Yellow /225 2021-22 Topps Merlin Chrome UEFA Champions League,
1617,Bukayo Saka,22,Silver,/99,Y,,,,11,2020-21 Panini Chronicles Soccer,,B7,Y,,,Y,,Bukayo Saka #11 Silver /99 Autograph 2020-21 Panini Chronicles Soccer,
1618,Liel Abada,22,Base,,,,,,7,2021-22 Topps Now SPFL #007,,B7,Y,,,Y,,Liel Abada #7 2021-22 Topps Now SPFL #007,
1619,Switzerland,#N/A,Red,/149,,,,,30,2014 Panini Prizm World Cup Soccer,,B7,Y,,,Y,,Switzerland #30 Red /149 2014 Panini Prizm World Cup Soccer,
1620,Ferran Torres,23,Rookie Ticket,,,,,,RT-10,2019-20 Panini Chronicles Soccer,,B7,Y,,,Y,,Ferran Torres #RT-10 Rookie Ticket 2019-20 Panini Chronicles Soccer,
1621,Bukayo Saka,22,Pink,/99,,,,,152,2022-23 Panini Prizm Premier League,,B7,Y,,,Y,,Bukayo Saka #152 Pink /99 2022-23 Panini Prizm Premier League,
1622,Kaoru Mitoma,26,Vitreous Gold,/10,,,,,11,2022-23 Panini Obsidian Soccer,,B7,Y,,,Y,,Kaoru Mitoma #11 Vitreous Gold /10 2022-23 Panini Obsidian Soccer,
1623,Erling Haaland,23,Teal,/150,,,,,FS-EH,2020-21 Topps Chrome UEFA Champions League,,B7,Y,,,Y,,Erling Haaland #FS-EH Teal /150 2020-21 Topps Chrome UEFA Champions League,
1624,Kylian Mbappe,24,Base,,,,PSA,7,248,2017-18 Topps UEFA Champions League Stickers,,A,Y,,,Y,,Kylian Mbappe #248 PSA 7 2017-18 Topps UEFA Champions League Stickers,
1625,Aaron Ramsdale,25,Blue,/10,,,,,AFC02,2022-23 Futera Arsenal Premium Football Cards,,B7,N,,,Y,,Aaron Ramsdale #AFC02 Blue /10 2022-23 Futera Arsenal Premium Football Cards,
1626,Kevin De Bruyne,32,Autograph Issue,,Y,,,,,2017-18 Topps Premier League Gold,Centurion year.,B7,Y,,,Y,,Kevin De Bruyne # Autograph Issue Autograph 2017-18 Topps Premier League Gold,
1627,Erling Haaland,23,Crystal Ballers,/50,,,,,CB-EH,2022-23 Topps Crystal UCL,,B7,Y,,,Y,,Erling Haaland #CB-EH Crystal Ballers /50 2022-23 Topps Crystal UCL,
1628,Fábio Vieira,23,Gold,/30,,,,,AFC15,2022-23 Futera Arsenal Premium Football Cards,,B7,N,,,Y,,Fábio Vieira #AFC15 Gold /30 2022-23 Futera Arsenal Premium Football Cards,
1629,Gabriel Martinelli,22,Silver,/5,Y,,,,AAT03,2022-23 Futera Arsenal Premium Football Cards,,B7,Y,,,Y,,Gabriel Martinelli #AAT03 Silver /5 Autograph 2022-23 Futera Arsenal Premium Football Cards,
1630,Emile Smith-Rowe,23,Red,/50,,,,,AFC14,2022-23 Futera Arsenal Premium Football Cards,,B7,Y,,,Y,,Emile Smith-Rowe #AFC14 Red /50 2022-23 Futera Arsenal Premium Football Cards,
1631,Kaoru Mitoma,26,Pink,/99,,,,,196,2022-23 Panini Prizm Premier League,,B7,Y,,,Y,,Kaoru Mitoma #196 Pink /99 2022-23 Panini Prizm Premier League,
1632,William Saliba,22,Blue,/20,,,,,11,2022-23 Panini Obsidian Soccer,,B7,Y,,,Y,,William Saliba #11 Blue /20 2022-23 Panini Obsidian Soccer,
1633,Bukayo Saka,22,Victory Game Used,/32,,Y,,,VC14,2022-23 Futera Unique World Football,,B7,Y,,,Y,,Bukayo Saka #VC14 Victory Game Used /32 Patch 2022-23 Futera Unique World Football,
1634,Erling Haaland,23,Red,/99,,,,,160,2022-23 Panini Donruss Soccer,,B7,Y,,,Y,,Erling Haaland #160 Red /99 2022-23 Panini Donruss Soccer,
1635,William Saliba,22,Origins Blue,/99,,,,,78,2022-23 Panini Chronicles Soccer,,B7,Y,,,Y,,William Saliba #78 Origins Blue /99 2022-23 Panini Chronicles Soccer,
1636,Rodrygo,22,Cracked Ice Orange,/23,,,,,226,2022-23 Panini Chronicles Soccer,,B7,Y,,,Y,,Rodrygo #226 Cracked Ice Orange /23 2022-23 Panini Chronicles Soccer,
1637,Bukayo Saka,22,Red Circles,/49,,,,,152,2022-23 Panini Prizm Premier League,,B7,Y,,,Y,,Bukayo Saka #152 Red Circles /49 2022-23 Panini Prizm Premier League,
1638,Jordan Pickford,29,Hyper,,,,,,S-JP,2022 Panini Prizm World Cup,,B7,N,,,Y,,Jordan Pickford #S-JP Hyper 2022 Panini Prizm World Cup,
1639,Brenden Aaronson,23,Pink,/35,,,,,200,2022 Panini Prizm World Cup,,B7,Y,,,Y,,Brenden Aaronson #200 Pink /35 2022 Panini Prizm World Cup,
1640,Jamal Musiala,20,Golazo Blue Wave,/75,,,,,G-8,2022-23 Topps Chrome UEFA Club Competitions,,B7,Y,,,Y,,Jamal Musiala #G-8 Golazo Blue Wave /75 2022-23 Topps Chrome UEFA Club Competitions,
1641,Kevin Schade,21,Black,/250,Y,,,,60,2021-22 Topps Bundesliga,,B7,Y,,,Y,,Kevin Schade #60 Black /250 Autograph 2021-22 Topps Bundesliga,
1642,Ryan Gravenberch,21,Blue Wave,/75,Y,,,,CA-RG,2021-22 Topps Stadium Club Chrome,,B7,Y,,,Y,,Ryan Gravenberch #CA-RG Blue Wave /75 Autograph 2021-22 Topps Stadium Club Chrome,
1643,Federico Valverde,25,Mosaic Scripts,,Y,,,,SM-FV,2021-22 Panini Mosaic La Liga,,B7,Y,,,Y,,Federico Valverde #SM-FV Mosaic Scripts Autograph 2021-22 Panini Mosaic La Liga,
1644,Marc Casado,20,Base,,Y,,,,CA-MC,2022-23 Topps Stadium Club Chrome UEFA Competitions,,B8,N,,,Y,,Marc Casado #CA-MC Autograph 2022-23 Topps Stadium Club Chrome UEFA Competitions,
1645,Kyle Walker,33,Base,,Y,,,,AC-KW,2022-23 Topps Merlin Chrome UEFA Club Competitions,,B8,Y,,,Y,,Kyle Walker #AC-KW Autograph 2022-23 Topps Merlin Chrome UEFA Club Competitions,
1646,Rico Lewis,19,Base,,Y,,,,CA-RL,2022-23 Topps Stadium Club Chrome UEFA Competitions,,B8,N,,,Y,,Rico Lewis #CA-RL Autograph 2022-23 Topps Stadium Club Chrome UEFA Competitions,
1647,Rico Lewis,19,Blue,/75,Y,,,,CA-RL,2022-23 Topps Stadium Club Chrome UEFA Competitions,,B8,Y,,,Y,,Rico Lewis #CA-RL Blue /75 Autograph 2022-23 Topps Stadium Club Chrome UEFA Competitions,
1648,Nico Schlotterbeck,23,Black,/150,Y,,,,121,2021-22 Topps Finest Bundesliga,,B8,N,,,Y,,Nico Schlotterbeck #121 Black /150 Autograph 2021-22 Topps Finest Bundesliga,
1649,Yeremy Pino,20,Silver,,Y,,,,A-YP,2021-22 Topps Merlin Chrome UEFA Champions League,,B8,N,,,Y,,Yeremy Pino #A-YP Silver Autograph 2021-22 Topps Merlin Chrome UEFA Champions League,
1650,Khvicha Kvaratskhelia,22,Blue,/49,,,,,118,2022-23 Panini Chronicles Soccer,,B8,Y,,,Y,,Khvicha Kvaratskhelia #118 Blue /49 2022-23 Panini Chronicles Soccer,
1651,Sven Botman,23,Aqua,/199,,,,,9,2021-22 Topps Chrome UEFA Champions League,,B8,Y,,,,,Sven Botman #9 Aqua /199 2021-22 Topps Chrome UEFA Champions League,
1652,Sandro Tonali,23,Silver,,,,,,CA-ST,2021-22 Topps Chrome UEFA Champions League,,B8,N,,,,,,
1653,Erling Haaland,23,Black,/99,,,SGC,10,50,2020-21 Topps Now UEFA Champions League,,A,Y,,,,,Erling Haaland #50 Black /99 SGC 10 2020-21 Topps Now UEFA Champions League,
1654,Dominik Szoboszlai,23,Green,/350,,,,,114,2022-23 Topps Merlin Chrome UEFA Club Competitions,,B8,N,,,,,,
1655,Brennan Johnson,22,Camo,/199,,,,,111,2022-23 Panini Prizm Premier League,,B8,N,,,,,,
1656,Gavi,19,Dual Jersey Ink,/27,Y,Y,,,DJI-GVI,2022-23 Panini Obsidian Soccer,,B8,Y,,,,,Gavi #DJI-GVI Dual Jersey Ink /27 Autograph Patch 2022-23 Panini Obsidian Soccer,
1657,Bukayo Saka,22,Pink,/49,,,,,62,2021-22 Panini Mosaic Premier League,,B8,Y,,,,,Bukayo Saka #62 Pink /49 2021-22 Panini Mosaic Premier League,
1658,Yaya Toure,40,Jersey Autographs,/12,Y,,,,JA-YT,2022-23 Panini Obsidian Soccer,,B8,Y,,,,,Yaya Toure #JA-YT Jersey Autographs /12 Autograph 2022-23 Panini Obsidian Soccer,
1659,Gabriel Martinelli,22,Stainless Stars,/71,,,,,8,2022-23 Panini Impeccable Premier League,,B8,Y,,,,,Gabriel Martinelli #8 Stainless Stars /71 2022-23 Panini Impeccable Premier League,
1660,Timothy Weah,23,Shadow Box,/25,Y,,,,SS-TW,2022-23 Panini Immaculate Soccer,,B8,Y,,,,,Timothy Weah #SS-TW Shadow Box /25 Autograph 2022-23 Panini Immaculate Soccer,
1661,Samuel Iling-Junior,20,Blue,/99,,,,,61,2022-23 Panini Chronicles Soccer,,B8,N,,,,,,
1662,Bruno Amione,21,Gold,/10,,,,,191,2022-23 Panini Chronicles Soccer,,B8,N,,,,,,
1663,Julio Enciso,19,Cracked Ice,/23,,,,,32,2022-23 Panini Chronicles Soccer,,B8,Y,,,,,Julio Enciso #32 Cracked Ice /23 2022-23 Panini Chronicles Soccer,
1664,Kaoru Mitoma,26,Blue,/49,,,,,107,2022-23 Panini Chronicles Soccer,,B8,Y,,,,,Kaoru Mitoma #107 Blue /49 2022-23 Panini Chronicles Soccer,
1665,Julian Alvarez,23,Base,/115,,,,,113,2022-23 Panini Obsidian Soccer,,C1,Y,,,,,Julian Alvarez #113 /115 2022-23 Panini Obsidian Soccer,
1666,Kaoru Mitoma,26,Vitreous,/65,,,,,11,2022-23 Panini Obsidian Soccer,,C1,Y,,,,,Kaoru Mitoma #11 Vitreous /65 2022-23 Panini Obsidian Soccer,
1667,Bukayo Saka/Gabriel Martinelli,#N/A,Premium Partnerships,/50,,,,,PP-15,2022-23 Topps UEFA Club Competitions,,C1,Y,,,,,Bukayo Saka/Gabriel Martinelli #PP-15 Premium Partnerships /50 2022-23 Topps UEFA Club Competitions,
1668,Ronaldo,47,Base,,,,,,196,1995-96 Panini Supercalcio Stickers,Dents on front.,C1,Y,,,,,Ronaldo #196 1995-96 Panini Supercalcio Stickers,
1669,Pelé,83,Base,,,,PSA,3.5,156,1977-78 Glorias E Trofeus De Pele,,A,Y,,,,,Pelé #156 PSA 3.5 1977-78 Glorias E Trofeus De Pele,
1670,Rodrygo,22,MGK Futero,,,,PSA,9,403,2019-20 Panini Liga Megacracks,,A,Y,,,,,Rodrygo #403 MGK Futero PSA 9 2019-20 Panini Liga Megacracks,
1671,Diego Maradona,63,Base,,,,SGC,1,24,1979 Crack Super Futbol,,A,Y,,,,,Diego Maradona #24 SGC 1 1979 Crack Super Futbol,
1672,Erling Haaland,23,Blue,/150,,,,,200,2021-22 Topps Chrome UEFA Champions League,,C1,Y,,,,,Erling Haaland #200 Blue /150 2021-22 Topps Chrome UEFA Champions League,
1673,Declan Rice,24,Violet,/75,,,PSA,9,7,2019-20 Panini Prizm Premier League,,A,Y,,,,,Declan Rice #7 Violet /75 PSA 9 2019-20 Panini Prizm Premier League,
1674,Bukayo Saka,22,Silver,/99,Y,,,,11,2020-21 Panini Chronicles Soccer,,C2,Y,,,,,Bukayo Saka #11 Silver /99 Autograph 2020-21 Panini Chronicles Soccer,
1675,Bukayo Saka,22,Base,/50,Y,,,,89-BS3,2023 Pro Set Pure,,C1,Y,,,,,Bukayo Saka #89-BS3 /50 Autograph 2023 Pro Set Pure,
1676,Phil Foden,23,Base,/25,Y,,,,AI-PF1,2023 Pro Set Pure,,C2,Y,,,,,Phil Foden #AI-PF1 /25 Autograph 2023 Pro Set Pure,
1677,Bukayo Saka,22,Violet,/99,,,PSA,9,40,2020-21 Panini Prizm Premier League,,A,Y,,,,,Bukayo Saka #40 Violet /99 PSA 9 2020-21 Panini Prizm Premier League,
1678,Diego Maradona,63,Base,,,,PSA,2,22,1979 Crack Super Futbol,,A,Y,,,,,Diego Maradona #22 PSA 2 1979 Crack Super Futbol,
1679,Erling Haaland,23,Base,,,,SGC,9.5,421A,2020 Panini FIFA 365 - The Golden World of Football Stickers,,A,Y,,,,,Erling Haaland #421A SGC 9.5 2020 Panini FIFA 365 - The Golden World of Football Stickers,
1680,Erling Haaland,23,Purple,/135,,,PSA,9,61,2022-23 Panini Prizm Premier League,,A,Y,,,,,Erling Haaland #61 Purple /135 PSA 9 2022-23 Panini Prizm Premier League,
1681,Diego Maradona,63,Base,,,,SGC,6,19,1984-85 Cromo Esport,,A,Y,,,,,Diego Maradona #19 SGC 6 1984-85 Cromo Esport,
1682,Gabriel Martinelli,22,Mosaic,,Y,,PSA,10,AM-GM,2021-22 Panini Mosaic Premier League,,A,Y,,,,,Gabriel Martinelli #AM-GM Mosaic Autograph PSA 10 2021-22 Panini Mosaic Premier League,
1683,Erling Haaland,23,Yellow Wave Refractor,/225,,,CSG,9,150,2021-22 Topps Merlin Chrome UEFA Champions League,,A,Y,,,,,Erling Haaland #150 Yellow Wave Refractor /225 CSG 9 2021-22 Topps Merlin Chrome UEFA Champions League,
1684,Xavi,43,Base,,,,PSA,9,63,1998 Colecciones Este Liga,,A,Y,,,,,Xavi #63 PSA 9 1998 Colecciones Este Liga,
1685,Rodrygo,22,Rookie Ticket,,,,PSA,10,RT7,2019-20 Panini Chronicles Soccer,,A,Y,,,,,Rodrygo #RT7 Rookie Ticket PSA 10 2019-20 Panini Chronicles Soccer,
1686,Pedri,20,Young Player of the Tournament,,,,SCG,9.5,74,2021 Panini Instant UEFA Euro,,A,Y,,,,,Pedri #74 Young Player of the Tournament SCG 9.5 2021 Panini Instant UEFA Euro,
1687,Pedro Neto,23,Memorabilia Autographs,/99,Y,Y,PSA,9,MA-PN,2021 Panini Immaculate Soccer,,A,Y,,,,,Pedro Neto #MA-PN Memorabilia Autographs /99 Autograph Patch PSA 9 2021 Panini Immaculate Soccer,
1688,Pelé,83,Base,,,,,,243,1964 Instantaneous DA Vida Do Rei Pele,,C1,Y,,,,,Pelé #243 1964 Instantaneous DA Vida Do Rei Pele,
1689,Jamie Bynoe-Gittens,19,Bright Future,/99,Y,,,,BF-JBG,2022-23 Topps Chrome Bundesliga,,B8,Y,,,,,Jamie Bynoe-Gittens #BF-JBG Bright Future /99 Autograph 2022-23 Topps Chrome Bundesliga,
1690,Declan Rice,24,Base,,Y,,,,A-DR,2021-22 Topps Merlin Chrome UEFA,,B8,Y,,,,,Declan Rice #A-DR Autograph 2021-22 Topps Merlin Chrome UEFA,
1691,Erling Haaland,23,Bronze,/49,,,,,23,2021 Panini Immaculate Soccer,,C1,Y,,,,,Erling Haaland #23 Bronze /49 2021 Panini Immaculate Soccer,
1692,Erling Haaland,23,Orange,/99,,,,,61,2022-23 Panini Select Soccer,,C2,Y,,,,,Erling Haaland #61 Orange /99 2022-23 Panini Select Soccer,
1693,Erling Haaland,23,Origins Blue,/99,,,,,89,2022-23 Panini Chronicles Soccer,,C1,Y,,,,,Erling Haaland #89 Origins Blue /99 2022-23 Panini Chronicles Soccer,
1694,Ben Chilwell,26,Archival Autographs,/299,Y,,,,AA-BC,2022-23 Topps Museum Collection UCL,,C1,Y,,,,,Ben Chilwell #AA-BC Archival Autographs /299 Autograph 2022-23 Topps Museum Collection UCL,
1695,Nuno Mendes,21,Archival Autographs,/75,Y,,,,AA-NM,2022-23 Topps Museum Collection UCL,,C2,Y,,,,,Nuno Mendes #AA-NM Archival Autographs /75 Autograph 2022-23 Topps Museum Collection UCL,
1696,Pablo Torre,20,Rookie Reverence,/299,Y,,,,RR-PT,2022-23 Topps Museum Collection UCL,,C2,Y,,,,,Pablo Torre #RR-PT Rookie Reverence /299 Autograph 2022-23 Topps Museum Collection UCL,
1697,Gabriel Martinelli,22,Base,,,,,,15,2019-20 Panini English Premier League,,C1,Y,,,,,Gabriel Martinelli #15 2019-20 Panini English Premier League,
1698,Gabriel Martinelli,22,Base,,,,,,15,2019-20 Panini English Premier League,,C1,Y,,,,,Gabriel Martinelli #15 2019-20 Panini English Premier League,
1699,Bukayo Saka,22,Red Mosaic,/159,,,,,40,2021-22 Panini Prizm Premier League,,C1,Y,,,,,Bukayo Saka #40 Red Mosaic /159 2021-22 Panini Prizm Premier League,
1700,Erling Haaland,23,Trophy Collection Blue,/49,,,,,193,2022-23 Panini Chronicles Soccer,,C1,Y,,,,,Erling Haaland #193 Trophy Collection Blue /49 2022-23 Panini Chronicles Soccer,
1701,Declan Rice,24,Mojo,/99,Y,,,,A-DR,2021-22 Topps Merlin Chrome UEFA,,B8,Y,,,,,Declan Rice #A-DR Mojo /99 Autograph 2021-22 Topps Merlin Chrome UEFA,
1702,Declan Rice,24,U23 Autographs,/99,Y,,,,U23-20,2021-22 Topps Merlin Chrome UEFA,,C1,Y,,,,,Declan Rice #U23-20 U23 Autographs /99 Autograph 2021-22 Topps Merlin Chrome UEFA,
1703,Gabriel Jesus,26,Striking,/5,Y,,,,S-GJ1,2022 Leaf Vivid Soccer,,C2,Y,,,,,Gabriel Jesus #S-GJ1 Striking /5 Autograph 2022 Leaf Vivid Soccer,
1704,Bukayo Saka,22,Red Mojo,/135,,,,,40,2021-22 Panini Prizm Premier League,,B8,Y,,,,,Bukayo Saka #40 Red Mojo /135 2021-22 Panini Prizm Premier League,
1705,Bukayo Saka,22,Violet Breakaway,/99,,,,,202,2021-22 Panini Prizm Premier League,,C1,Y,,,,,Bukayo Saka #202 Violet Breakaway /99 2021-22 Panini Prizm Premier League,
1706,Bukayo Saka,22,Teal,/49,,,,,202,2021-22 Panini Prizm Premier League,,C1,Y,,,,,Bukayo Saka #202 Teal /49 2021-22 Panini Prizm Premier League,
1707,Bukayo Saka,22,Origins,/10,,,,,81,2021-22 Panini Chronicles Soccer,,C1,Y,,,,,Bukayo Saka #81 Origins /10 2021-22 Panini Chronicles Soccer,
1708,Victor Osimhen,24,Tie Dye,/25,,,,,75,2022-23 Panini Select Soccer,,C2,Y,,,,,Victor Osimhen #75 Tie Dye /25 2022-23 Panini Select Soccer,
1709,Bukayo Saka,22,Orange,/75,,,,,190,2022-23 Panini Select Soccer,,C1,Y,,,,,Bukayo Saka #190 Orange /75 2022-23 Panini Select Soccer,
1710,Eberechi Eze,25,Rated Rookie,/500,Y,,,,7,2020-21 Panini Chronicles Soccer,,C2,Y,,,,,Eberechi Eze #7 Rated Rookie /500 Autograph 2020-21 Panini Chronicles Soccer,
1711,Erling Haaland,23,Purple,/75,,,,,160,2022-23 Panini Select Soccer,,C1,Y,,,,,Erling Haaland #160 Purple /75 2022-23 Panini Select Soccer,
1712,Declan Rice,24,Pink,/25,,,,,2,2022-23 Panini Select Soccer,,C1,Y,,,,,Declan Rice #2 Pink /25 2022-23 Panini Select Soccer,
1713,Michael Olise,21,Stainless Stars,/71,,,,,23,2022-23 Panini Impeccable Premier League,,C1,Y,,,,,Michael Olise #23 Stainless Stars /71 2022-23 Panini Impeccable Premier League,
1714,Kylian Mbappe,24,New Era,,,,,,NE-9,2018 Panini Prizm World Cup,,B8,Y,,,,,Kylian Mbappe #NE-9 New Era 2018 Panini Prizm World Cup,
1715,Bukayo Saka,22,Camo,/199,,,,,190,2022-23 Panini Select Soccer,,B8,Y,,,,,Bukayo Saka #190 Camo /199 2022-23 Panini Select Soccer,
1716,Erling Haaland,23,Haaland Signs for Manchester City FC,,,,,,PS01,2022-23 Topps Now UEFA Champions League,,B8,Y,,,,,Erling Haaland #PS01 Haaland Signs for Manchester City FC 2022-23 Topps Now UEFA Champions League,
1717,Bukayo Saka,22,White Sparkle,/20,,,,,190,2022-23 Panini Select Soccer,Dent on back.,C1,Y,,,,,Bukayo Saka #190 White Sparkle /20 2022-23 Panini Select Soccer,
1718,Paulo Futre,27,Treasured Signatures,/289,Y,,,,TS-PF,2020-21 Panini Chronicles Soccer,,C2,Y,,,,,Paulo Futre #TS-PF Treasured Signatures /289 Autograph 2020-21 Panini Chronicles Soccer,
1719,Bukayo Saka,22,Red,/99,,,,,151,2022-23 Panini Chronicles Soccer,,C2,Y,,,,,Bukayo Saka #151 Red /99 2022-23 Panini Chronicles Soccer,
1720,Gabriel Martinelli,22,Phoenix Red,/99,,,,,232,2022-23 Panini Chronicles Soccer,,C1,Y,,,,,Gabriel Martinelli #232 Phoenix Red /99 2022-23 Panini Chronicles Soccer,
1721,Gabriel Martinelli,22,Silver,,,,,,24,2020-21 Topps Merlin Chrome UEFA Champions League,,C1,N,,,,,,
1722,Gabriel Martinelli,22,Blue Seismic,/75,,,,,57,2022-23 Topps Chrome UEFA Club Competitions,,C1,Y,,,,,Gabriel Martinelli #57 Blue Seismic /75 2022-23 Topps Chrome UEFA Club Competitions,
1723,Gabriel Martinelli,22,Atomic,/50,,Y,,,AM-GM,2021-22 Panini Obsidian Soccer,,C1,Y,,,,,Gabriel Martinelli #AM-GM Atomic /50 Patch 2021-22 Panini Obsidian Soccer,
1724,Bruno Guimarães,26,Camo,/225,,,,,74,2022-23 Panini Select Soccer,,C1,N,,,,,,
1725,Levi Colwill,20,Camo,/199,,,,,156,2022-23 Panini Select Soccer,,C1,N,,,,,,
1726,Gabriel Martinelli,22,Pink,/135,,,,,127,2022-23 Panini Select Soccer,,C1,Y,,,,,Gabriel Martinelli #127 Pink /135 2022-23 Panini Select Soccer,
1727,Leandro Trossard,28,Blue Speckle,/195,,,,,176,2020-21 Panini Prizm Premier League,,C2,Y,,,,,Leandro Trossard #176 Blue Speckle /195 2020-21 Panini Prizm Premier League,
1728,Leandro Trossard,28,Blue,/199,,,,,176,2020-21 Panini Prizm Premier League,,C2,Y,,,,,Leandro Trossard #176 Blue /199 2020-21 Panini Prizm Premier League,
1729,Aaron Ramsdale,25,Blue,/199,,,,,16,2020-21 Panini Prizm Premier League,,B8,Y,,,,,Aaron Ramsdale #16 Blue /199 2020-21 Panini Prizm Premier League,
1730,Moises Caicedo,22,Pink,/99,,,,,21,2022-23 Panini Select Soccer,,C2,Y,,,,,Moises Caicedo #21 Pink /99 2022-23 Panini Select Soccer,
1731,Morgan Gibbs-White,23,Red,/149,,,,,148,2022-23 Panini Prizm Premier League,,C1,Y,,,,,Morgan Gibbs-White #148 Red /149 2022-23 Panini Prizm Premier League,
1732,Moises Caicedo,22,Camo,/225,,,,,21,2022-23 Panini Select Soccer,,C1,N,,,,,,
1733,Michael Olise,21,Pink,/135,,,,,32,2022-23 Panini Select Soccer,,C2,Y,,,,,Michael Olise #32 Pink /135 2022-23 Panini Select Soccer,
1734,Moises Caicedo,22,Camo,/199,,,,,21,2022-23 Panini Select Soccer,,C2,N,,,,,,
1735,Declan Rice,24,Blue Ice,/75,,,PSA,9,237,2021-22 Panini Prizm Premier League,,A,Y,,,,,Declan Rice #237 Blue Ice /75 PSA 9 2021-22 Panini Prizm Premier League,
1736,Declan Rice,24,Bronze,/25,,,,,237,2021-22 Panini Prizm Premier League,,C1,Y,,,,,Declan Rice #237 Bronze /25 2021-22 Panini Prizm Premier League,
